8A,44,41,C0,5,14,A,15,12,40,E1,8,F,A4,38,0,E6,0,B,C0,0,93,1,1,0,10,0,40,E6,0,0,0,0,21,65,C9,0,41,49,21,21,0,0,0,9,23,15,4,60,3C,4F,12,1D,A,A4,40,80,62,28,CE,D4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4F,25,35,D5,36,8,80,A3,80,7,0,C,17,3,31,E,6,1,DB,E2,2D,51,97,51,7,50,60,46,43,1,0,0,80,83,38,8C,A7,35,CA,D3,41,D0,D3,50,10,C4,D,4,E0,8,47,E2,44,CC,C2,38,E,52,1,12,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,80,0,0,0,0,0,0,0,0,0,0,
92,12,16,50,93,20,8F,0,0,10,80,0,D8,0,1C,80,92,0,A,53,18,C6,13,1C,3,0,0,89,78,1,0,0,C0,23,35,11,22,2D,94,C4,64,1D,F0,44,C,45,12,0,20,14,B,F0,30,CF,A4,58,8C,43,59,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,C4,15,6,2,40,0,B1,44,1,40,1,97,73,48,64,A0,0,E,C0,58,4D,94,14,15,B0,C,4C,3,1,0,0,80,32,28,6,96,49,6,60,21,12,51,15,94,C3,21,B,D0,24,8B,D7,24,4C,23,5D,42,3,30,9D,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,
15,70,8,88,E4,30,10,B4,34,8F,E3,8,E,D0,30,5C,E3,14,1B,43,2D,8B,55,59,8A,A0,24,49,F3,0,0,0,81,46,4D,64,3,41,8C,E4,30,A1,D4,4C,A,E0,31,88,A2,40,46,34,29,8E,C4,4C,0,1,54,8D,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7F,33,30,43,43,35,83,C1,40,14,F0,38,4F,15,39,D7,33,1,65,6,44,51,A1,59,0,90,1,87,95,1,0,0,C0,F4,24,4C,13,61,E,63,50,D,7,49,4B,33,15,5,A0,4,52,71,38,D3,D4,54,C9,71,49,D1,E2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4B,63,50,E,52,11,F,D4,44,8,20,1,89,2,11,8B,53,1,52,36,4,9,23,20,11,54,2D,84,1,1,0,0,40,30,3D,CA,F1,38,14,C0,34,90,42,8D,92,61,51,8D,4,10,49,F4,4C,CE,3,61,2,20,40,8E,D5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D4,D6,48,9,E4,14,E,7,0,52,52,1,4C,3,2C,64,F5,0,94,21,55,11,C4,28,1,66,D,48,8,0,0,0,C0,C4,50,C0,4,35,53,13,38,50,D3,3C,11,E5,6D,8B,52,4,6,13,5D,50,23,55,E,A0,39,91,C5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,B0,0,C0,A0,35,8,E0,0,F,B0,28,E,C0,31,D0,E3,0,0,93,40,0,C0,68,10,0,C,4E,F5,0,0,0,80,3,5C,8F,43,36,D1,77,0,25,2,20,D1,A0,0,44,E3,8,43,D1,4C,8,2,45,80,2,44,4B,B4,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C8,D5,48,C2,74,0,40,E2,40,51,D3,40,52,D3,18,0,74,1,44,E5,3C,80,25,0,4,10,D,8E,42,1,0,0,0,48,21,B,1,31,49,B5,30,4A,C4,0,85,A1,2D,A,23,28,84,13,41,B,F3,54,2,0,40,12,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1A,17,39,40,B2,1,14,B1,2C,85,14,31,18,0,74,E,0,29,90,87,2C,59,83,29,CA,2,3A,E,6,2,0,0,85,12,35,22,A3,2D,9A,63,4D,15,94,30,5A,95,49,C,70,4,10,64,1D,C,D4,5C,4F,22,39,4E,E4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,80,54,C6,F6,30,0,E3,2D,93,14,31,15,90,20,44,E6,0,D5,D0,61,4,45,2,4,6,55,40,71,2,0,0,C0,91,34,A6,54,62,95,41,28,D,D6,C,10,E3,3D,C8,E2,18,40,D1,14,4E,C3,48,52,3,0,8D,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,C0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
99,90,39,93,51,1,B,13,18,C4,83,50,9,C0,C,D2,33,0,F,53,21,17,91,25,0,0,38,86,86,1,0,0,80,11,41,C8,91,45,12,3,31,4C,C3,3D,14,A2,49,10,3,0,58,B5,3C,E,B4,54,C9,A0,28,CF,F2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,40,0,0,0,0,0,0,0,0,0,0,1,0,0,80,0,0,0,10,0,0,0,0,0,0,0,2,0,0,80,0,0,0,0,0,0,0,0,0,0,5D,45,38,4C,45,19,0,F2,54,D,10,9,4F,A2,90,80,C3,70,17,43,9,3,F5,3D,0,0,0,53,D3,1,0,0,C0,84,10,8E,14,85,CB,4,5D,D,A0,40,C5,65,22,92,23,6,95,C4,40,4E,46,5D,1B,6,40,11,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9D,84,3C,56,3,18,D0,66,0,D4,22,1D,D1,E4,24,E,F8,0,4C,53,2D,8C,11,20,14,E0,20,92,84,0,0,0,80,21,39,22,0,26,F,A4,39,93,D1,40,D2,41,26,A,22,24,4B,C0,2C,8F,15,71,40,52,2D,A,E5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,C0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,14,41,5A,23,1,8B,31,11,D3,4,1,92,43,2D,51,54,14,54,D2,64,52,75,31,D3,31,21,D4,8,1,0,0,C0,D3,61,9C,44,6A,11,F3,28,22,72,45,98,E3,19,16,0,15,97,B0,30,D,93,4C,13,81,28,58,D2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,
CE,0,39,4A,43,45,92,C0,58,0,4,45,93,4,41,55,A8,0,CA,C3,C,8,B1,18,C2,40,49,90,C2,0,0,0,17,96,40,4F,23,82,DF,58,3D,19,F6,40,B,0,32,80,D3,64,8,A0,34,8B,1,59,85,31,74,10,C4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DC,E2,4C,D0,83,1C,CA,33,21,0,E0,0,4B,D5,78,D4,92,1,25,31,41,4F,29,1,D6,A3,5,92,57,1,0,0,CB,60,20,8C,52,3D,0,C7,14,54,23,35,91,D2,5,11,74,69,8D,E3,38,8C,C3,68,1D,B4,0,14,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DA,42,51,94,93,45,0,C2,10,C5,E4,4,11,F1,48,CC,13,1,40,A3,48,96,D7,0,0,20,1,9C,F7,0,0,0,0,0,56,12,34,31,D,76,64,8A,E4,90,98,12,12,17,F5,0,D,70,31,8D,E2,28,82,5,50,CC,52,1,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,41,5A,84,31,91,C4,30,50,60,49,CE,31,55,D2,23,1,42,E6,0,C0,60,29,84,0,41,4,96,1,0,0,D0,C3,0,96,68,4D,92,D2,48,8F,42,9,0,70,1D,48,82,60,F,10,41,8C,C2,4C,92,35,38,51,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,C0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
C0,0,42,82,94,C,A,80,0,CC,92,5C,C,1,2D,10,43,0,88,2,34,80,51,45,1,70,4,C3,2,1,0,0,40,37,39,82,D3,18,C,0,60,12,C1,6C,9,90,29,CA,4,24,12,D4,30,90,54,54,7,42,51,50,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,3,39,10,6,4C,D,50,81,C0,D0,20,CB,D1,38,C8,E2,4,40,44,31,80,62,3D,0,E0,0,52,15,1,0,0,0,B4,3C,99,75,54,C,F0,20,55,82,1,8E,14,1E,0,C4,14,8F,C1,38,90,E3,44,5C,4,6C,90,E3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56,14,34,CC,3,0,4A,A4,0,CE,85,32,10,A0,8C,D1,E3,0,CA,2,4D,F,34,51,14,A0,64,88,4,1,0,0,80,41,4D,92,44,79,13,D5,38,C,C3,34,98,A2,25,A,B0,29,C,E0,28,CE,64,60,92,20,38,E,C0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,4D,15,34,3,26,3D,A,0,9,12,0,42,CF,21,30,89,D2,0,5B,96,49,D0,94,1,2,F4,1,10,70,0,0,0,90,D4,40,8,AA,11,12,36,19,18,5,61,CB,4,32,CE,82,14,81,D2,2C,11,45,51,15,83,48,51,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,
95,C4,28,3,3,60,E,60,31,15,54,3A,4C,26,39,16,E4,38,20,0,59,91,44,4C,0,D0,0,23,55,1,0,0,80,E4,2C,1A,61,39,94,51,30,4B,2,45,0,16,6,0,0,2,12,1,39,12,E4,60,E,A0,44,89,F3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,31,45,50,5,20,A,43,21,41,F6,1C,C0,2,4D,E1,44,0,63,40,3E,D3,23,49,A,80,58,10,14,1,0,0,D7,E3,49,49,4,4D,90,B6,44,55,E7,40,12,C3,9,92,E5,C,44,40,29,54,13,61,C3,20,2D,52,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8F,C2,0,44,83,40,80,62,25,C,E8,60,E,0,36,55,15,1,C0,92,14,84,D3,2D,4,B0,18,44,0,0,0,0,0,0,34,C,F6,60,6,C3,24,DA,43,21,92,92,45,A,C3,5C,CE,21,29,91,2,69,CE,53,38,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,C9,C3,20,52,3,5,87,14,28,94,86,C,10,B3,28,E,15,1,D0,E3,10,8D,A5,24,5,80,4D,F,98,0,0,0,80,74,3A,97,44,61,17,D3,3C,17,10,41,56,92,41,C0,C2,38,40,E1,2C,11,E4,54,88,6,24,11,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,
C,A0,8C,4D,D5,48,C0,22,39,51,94,29,5,34,39,8E,14,0,8C,21,A,C9,3,29,0,10,65,93,23,1,0,0,80,F3,44,94,C2,40,CD,1,45,D6,C4,48,93,53,46,90,3,0,40,5,35,E,C3,54,13,80,40,12,E4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,D1,50,30,C0,33,59,80,D2,30,0,E4,1,54,B2,30,40,24,1,13,45,41,46,83,41,C0,72,25,8F,76,0,0,0,0,13,9,4D,C4,35,0,D0,40,80,24,41,C,D3,49,C,73,14,51,B0,28,4C,E3,6C,7,D0,64,93,C3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
