40,5,31,57,55,4D,95,43,41,91,24,41,97,44,69,13,F0,44,D3,E4,38,92,14,31,11,15,39,16,B5,0,0,0,51,F4,50,98,23,41,94,E4,40,13,25,41,D,23,41,CE,13,49,12,4,3D,4D,13,51,12,E4,44,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,F5,28,94,64,45,90,13,39,16,4,3D,0,15,31,13,E0,4C,D5,E4,48,10,34,3D,58,3,55,8A,D4,0,0,0,97,5,59,11,54,49,15,F5,50,14,54,65,51,64,45,D2,24,45,54,25,51,D1,53,39,90,D3,54,13,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40,F3,30,10,24,41,13,44,59,D1,32,25,55,3,4D,12,0,49,1C,E4,50,92,43,49,16,14,49,D4,53,0,0,0,50,16,55,90,42,55,12,14,59,D0,5,45,51,4,45,95,24,45,12,14,4D,92,14,25,4E,F4,48,8E,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,55,41,10,34,49,91,44,55,CF,44,51,50,85,39,11,0,49,56,E5,48,90,14,45,94,F4,48,D7,24,1,0,0,D1,C4,38,93,34,35,50,D5,48,51,25,51,D1,E2,40,D3,23,55,4D,F3,40,97,F3,38,96,C3,39,4E,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,15,35,4B,13,41,49,32,45,50,E4,50,D,43,41,10,30,25,CD,F3,50,4F,E4,44,CE,83,38,51,A4,0,0,0,D9,4,45,16,44,2D,56,35,2D,D1,4,45,99,24,39,D0,43,61,14,14,49,11,C3,40,95,24,55,81,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,E4,44,8D,13,3D,8C,23,31,CE,E3,38,55,3,4D,12,0,41,57,4,41,4D,44,40,11,E5,38,10,35,1,0,0,91,F4,50,50,84,45,D1,25,45,92,F4,3C,D2,52,5,8E,53,41,C7,F3,40,91,24,3D,D,D2,40,8F,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
85,23,45,98,53,59,D0,32,49,4C,43,45,96,5,49,16,50,51,51,B3,44,CF,D3,38,E,86,4D,15,F4,0,0,0,90,44,41,CF,E4,30,CF,5,41,96,3,4D,90,45,4D,CE,C5,44,18,24,41,8E,E3,30,CE,63,2C,4E,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C0,94,40,4D,15,2D,8D,4,45,93,13,44,D8,43,41,14,20,3D,D,44,31,8F,C3,50,12,D3,54,8F,E4,0,0,0,D,4,61,94,5,39,D1,24,25,D3,A4,4C,F,14,35,D0,E3,50,D1,E4,40,92,F1,34,B,F4,3C,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
80,64,39,11,F4,4C,16,14,51,51,23,45,D0,23,29,12,10,3D,53,3,45,4F,24,35,14,24,49,54,73,0,0,0,10,A5,4C,53,35,45,54,14,25,8D,25,49,48,54,3C,90,83,38,14,D4,48,90,3,29,CB,43,41,8C,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,45,90,4,49,52,83,61,10,6,61,14,4,45,15,10,49,55,13,59,4E,4,59,54,44,41,10,D2,0,0,0,96,63,4D,10,25,6D,14,5,6D,53,45,61,53,14,5D,50,65,41,16,C5,64,94,7,55,14,66,41,D1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
C0,13,41,D1,54,41,D3,35,51,CE,53,49,90,4,11,14,E0,4C,10,45,19,54,E4,45,D1,33,45,15,3,1,0,0,4D,53,45,94,4,30,51,44,4D,91,E3,40,F,F3,3C,50,E3,44,D1,64,39,C9,D2,30,11,F5,44,E,5,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,13,35,59,12,41,51,42,51,91,4,4D,57,C4,50,F,20,3D,52,E5,50,12,44,59,D1,24,45,93,44,1,0,0,D1,44,5D,12,14,49,90,E5,50,17,5,51,E,26,21,D,15,5D,94,3,45,4C,D4,44,8E,3,55,C,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
80,34,39,10,24,4D,13,24,25,CE,63,49,18,55,3D,19,E0,50,10,85,38,93,3,51,90,A4,58,53,24,1,0,0,CE,4,4D,93,33,41,11,14,51,D1,24,55,D0,13,41,92,3,41,10,44,41,D3,13,39,12,44,21,90,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,24,31,D5,4,45,11,54,39,16,4,55,8D,F4,3C,12,E0,40,D1,D2,5C,CC,D4,34,13,D3,4C,D3,85,1,0,0,D0,44,49,56,F5,30,D2,F4,74,CD,63,31,50,45,55,10,45,45,52,54,4D,11,25,3D,D3,24,51,8E,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,
80,D4,40,4D,F5,50,12,45,21,E,13,39,4E,3,41,13,20,51,91,D4,34,15,24,39,10,24,45,D3,63,1,0,0,D,44,49,D2,35,51,52,C4,5C,11,64,61,D0,F3,44,11,13,41,93,54,49,51,23,45,91,34,59,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,51,91,E4,40,92,53,5D,93,24,51,14,46,55,15,10,41,90,E5,50,13,34,45,54,D4,50,D5,E4,0,0,0,58,34,45,D0,15,45,57,24,59,95,34,49,94,4,49,13,74,49,99,84,45,4F,24,61,97,4,39,51,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42,74,49,51,14,45,8C,15,45,11,E3,3C,92,F3,38,E,50,51,F,73,51,11,14,2D,D2,35,41,90,23,1,0,0,4F,64,39,D1,4,45,16,D5,38,53,25,41,56,E4,38,12,35,49,4C,13,45,E,B4,4C,D3,F4,54,8E,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,0,0,0,0,D4,38,90,34,41,54,13,3D,10,33,65,8E,5,3D,13,40,45,16,44,49,57,E4,44,92,F5,38,56,13,1,0,0,92,C4,58,12,63,45,94,44,39,15,25,41,11,44,39,94,2,45,93,F3,40,99,3,51,12,6,5D,8D,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,25,49,D0,64,45,12,84,41,15,36,39,E,15,45,10,20,55,90,34,59,93,14,51,14,34,41,D4,35,1,0,0,93,43,49,15,36,41,93,4,45,16,E5,48,93,33,59,8E,D3,50,14,F4,58,55,E4,54,14,D3,38,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,34,41,52,F4,54,8E,12,49,F,14,45,13,44,35,14,20,25,F,24,41,91,73,3D,54,B4,54,14,D4,0,0,0,10,F4,44,54,E4,28,51,54,39,0,E4,34,12,84,4D,92,32,35,C,F4,40,8B,93,30,4E,E5,40,E,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,54,39,91,24,35,10,54,31,50,4,5D,96,44,49,12,60,4D,13,35,39,94,3,4D,4E,14,49,4D,3,1,0,0,CD,4,4D,D0,32,41,91,65,4D,13,75,51,96,E5,54,10,D4,40,96,53,49,C,A3,20,8D,34,49,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,74,3D,55,63,49,8E,42,41,91,14,49,8D,43,39,16,30,31,D4,D4,48,4D,25,49,93,44,41,14,64,1,0,0,D,4,4D,15,53,2D,14,55,3D,52,4,39,D1,54,3D,55,35,29,4D,F3,2C,52,D3,50,4B,F4,48,93,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,95,45,8F,25,5D,10,6,54,50,36,49,91,E4,58,18,E0,48,10,E5,40,15,54,51,D3,C2,60,58,64,1,0,0,D1,D4,58,54,C4,44,52,74,45,F,4,51,4C,D5,48,14,34,35,D5,F4,38,95,C3,40,57,63,45,E,4,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4A,E5,3C,D,E6,40,10,3,40,D5,23,45,12,85,49,13,20,39,91,C3,30,12,64,39,12,E5,54,D5,3,1,0,0,D4,D4,54,94,53,41,11,35,45,51,45,35,13,F4,4C,4E,14,51,92,73,3D,4E,14,41,15,54,41,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40,D5,38,CF,F3,38,90,F3,4C,4D,13,45,91,64,45,11,C0,58,8F,23,39,D,24,2D,4E,55,45,13,34,1,0,0,8F,14,41,52,5,59,17,45,51,19,5,4D,5B,34,45,12,E5,38,54,25,41,1C,84,3C,E,24,41,8F,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C0,3,4D,12,F4,4C,CD,C3,44,94,3,39,4E,C5,4C,10,F0,40,D1,D4,5C,92,3,3D,97,E3,54,54,E4,0,0,0,92,55,69,12,64,35,54,D5,40,50,24,55,11,4,45,51,4,61,4E,64,59,14,A4,61,8D,F4,40,56,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40,45,39,D3,14,39,8D,63,41,4D,35,39,11,6,39,12,20,51,54,D4,54,90,E2,48,53,84,45,14,24,1,0,0,D6,44,49,D2,24,45,51,74,41,D6,84,55,94,24,65,D0,43,51,D1,24,49,50,B4,40,D6,E3,40,D3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,E5,44,94,54,31,11,E2,48,93,F3,3C,94,4,45,17,90,49,50,14,41,91,B4,4C,D2,F3,54,12,24,1,0,0,E,25,41,13,24,31,54,34,49,C9,F5,44,4E,14,59,1A,95,41,D1,3,5D,B,16,35,94,33,49,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,84,45,E,54,49,56,12,45,13,24,41,90,23,45,12,60,61,14,E4,48,4F,54,21,E,4,35,13,35,1,0,0,52,E4,4C,51,44,3D,12,25,41,14,5,5D,D3,64,41,90,3,3D,93,14,35,54,A4,31,4A,54,3D,90,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,E4,48,8D,64,3D,4D,3,45,18,55,31,10,24,59,11,80,45,10,D6,30,91,14,65,52,14,4D,D3,E3,0,0,0,D8,E3,40,53,24,39,54,55,41,10,64,41,D3,A5,51,11,3,61,8F,44,45,4E,64,44,92,13,49,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
